Company/Brand,Year1,Revenue1,Year2,Revenue2,Year3,Revenue3,Year4,Revenue4,Year5,Revenue5,HQ,Sector,Founders,Investor,Amount($),Stage,What it does,,,,,,,,,,,,,,,
AgNext,2021,147000000,2022,105000000,2023,42000000,NA,NA,NA,NA,Chennai,AgriTech,Taranjeet Singh Bhamra,Alpha Wave Incubation,21000000,Series A,"AgNext is a fast-growing AgTech company that aims to solve quality and trust in food value chains by making them safer, transparent and fairer.",,,,,,,,,,,,,,,
Xpresslane,2021,2800000,2022,2000000,2023,800000,NA,NA,NA,NA,Gurugram,Technology,Ashwin Koorakula,"Point One Capital, Yatra Angel Network (YAN), Opus Consulting, Manipal Technologies.",400000,Pre-seed,"Xpresslane makes checkout fast and easy. With a unified identity across all e-commerce merchants, it brings efficiency and perfection in the overall checkout experience of the user.",,,,,,,,,,,,,,,
LoanKuber,2021,8400000,2022,6000000,2023,2400000,NA,NA,NA,NA,New Delhi,Digital platform,Saurabh Nagpal,,1200000,Pre-series A,LoanKuber is the lowest cost lender to Yest-to be Bankable - enabling borrowing with trust and confidence.,,,,,,,,,,,,,,,
OYO,2021,35000000,2022,25000000,2023,10000000,NA,NA,NA,NA,Bangalore,Hospitality,Ritesh Agarwal,Microsoft,5000000,Series F2,OYO is a global travel tech company that connects its patrons and guests.,,,,,,,,,,,,,,,
Rapido,2021,364000000,2022,260000000,2023,104000000,NA,NA,NA,NA,Bangalore,Information Technology,"Aravind Sanka, Pavan Guntupalli, SR Rishikesh","Shell Ventures, Yamaha, Kunal Shah",52000000,,Rapido is a bike taxi service spread widely across all of India from Tier 1 to Tier 3 cities.,,,,,,,,,,,,,,,
YPay,2021,2800000,2022,2000000,2023,800000,NA,NA,NA,NA,Mumbai,Fintech,Dr Navneet Gupta,We Founder Circle,400000,,YPay Card is the new way to manage money.,,,,,,,,,,,,,,,
Ultrahuman,2021,122500000,2022,87500000,2023,35000000,NA,NA,NA,NA,Bangalore,Health Care,"Mohit Kumar, Vatsal Singhal",Tiger Global?s Scott Schleifer,17500000,,Ultrahuman is a global health and fitness platform that aids our user to achieve their true physical and mental potential.,,,,,,,,,,,,,,,
UpScalio,2021,294000000,2022,210000000,2023,84000000,NA,NA,NA,NA,Bangalore,E-commerce,Gautam Kshatriya,,42000000,,"UpScalio is India?s next generation, data-driven consumer goods company.",,,,,,,,,,,,,,,
Yellow Class,2021,42000000,2022,30000000,2023,12000000,NA,NA,NA,NA,Bangalore,EdtTech,"Anshul Gupta, Arpit Mittal",Elevation Capital,6000000,,"Yellow Class is a new-age fun-learning platform where kids between 2-12 years can learn from a wide range of classes like dancing, drawing, personality development, creative writing and so on",,,,,,,,,,,,,,,
Yojak,2021,26600000,2022,19000000,2023,7600000,NA,NA,NA,NA,Gurugram,Marketplace,Anuj Jain,Info Edge Ventures,3800000,,India?s first B2B online marketplace for building material.,,,,,,,,,,,,,,,
CreatorStack,2021,14000000,2022,10000000,2023,4000000,NA,NA,NA,NA,Chennai,Computer software,"Ankit Acharya, Kevin William David",Accel,2000000,,Helping creators globally to engage deeply with their fans and communities,,,,,,,,,,,,,,,
Expertrons,2021,16100000,2022,11500000,2023,4600000,NA,NA,NA,NA,Bangalore,EdtTech,"Jatin Solank, Vivek Gupta","Venture Catalysts, Auxano Capital, Venture Garage, Yoga Capital, Ah!Ventures, Lead Angels",2300000,,The world's largest AI Videobot platform providing futuristic solutions for businesses & colleges and employment,,,,,,,,,,,,,,,
Rage Coffee,2021,35000000,2022,25000000,2023,10000000,NA,NA,NA,NA,Mumbai,Food & Beverages,Bharat Sethi,Sixth Sense Ventures,5000000,,"Rage Coffee is a digitally native FMCG company that manufactures, markets & distributes innovative coffee products.",,,,,,,,,,,,,,,
Klub,2021,140000000,2022,100000000,2023,40000000,NA,NA,NA,NA,Bangalore,Financial Services,"Anurakt Jain, Ishita Verma","9Unicorns, Sequoia Capital India?s Surge",20000000,,Klub was founded with the vision of revolutionizing growth capital for Asia?s most loved brands.a,,,,,,,,,,,,,,,
Navia Life Care,2021,7000000,2022,5000000,2023,2000000,NA,NA,NA,NA,New Delhi,Health Care,"Nupur Khandelwal, Kunal Kishore Dhawan, Gaurav Gupta","Anicut Angel Fund, 9 Unicorns",1000000,,Navia Life Care is a health technlogy company with a special focus on patient care.,,,,,,,,,,,,,,,
1K Kirana Bazaar,2021,49000000,2022,35000000,2023,14000000,NA,NA,NA,NA,Gurugram,Retail,"Abhishek Halder, Anilesh Yadav, Kumar Sangeetesh","Info Edge, FalconEdge",7000000,,India's First and Largest Network of Small-Town Kirana Stores,,,,,,,,,,,,,,,
Zupee,2021,210000000,2022,150000000,2023,60000000,NA,NA,NA,NA,Mumbai,Gaming,"Dilsher Singh, Siddhant Saurabh","WestCap Group, Tomales Bay Capital",30000000,,"Mission to improve people?s lives by improving their learning ability, skills and mental aptitude through scientifically designed mental exercises, applications",,,,,,,,,,,,,,,
Locale.ai,2021,7000000,2022,5000000,2023,2000000,NA,NA,NA,NA,New Delhi,Analytics,"Rishabh Jain, Aditi Sinha","Chiratae Ventures, Better Capital",1000000,,Location Analytics for Companies With Moving Assets and Ground Operations.,,,,,,,,,,,,,,,
VerSe Innovation,2021,3150000000,2022,2250000000,2023,900000000,NA,NA,NA,NA,Mumbai,Media,Umang Bedi,"Siguler Guff, Baillie Gifford",450000000,,"The core of the company (VerSe Innovation), is the idea that technology can help bridge the digital divide.",,,,,,,,,,,,,,,
Miko,2021,196000000,2022,140000000,2023,56000000,NA,NA,NA,NA,Bangalore,Consumer Goods,"Sneh R Vaswani, Prashant V Iyengar, Chintan S Raikar","IIFL AMC, Mankind Pharma Family Office, Aroa Ventures",28000000,,"Miko is an advanced robotics startup founded by three IIT Bombay post-graduates on the pillars of robotics, AI & IoT.",,,,,,,,,,,,,,,
Whiz League,2021,2100000,2022,1500000,2023,600000,NA,NA,NA,NA,Satara,EdtTech,"Natasha Jain, Sonia Agarwal Bajaj",ITI Growth Opportunities,300000,,Revolutionizing learning experience that goes beyond academia,,,,,,,,,,,,,,,
Log 9 Materials,2021,59500000,2022,42500000,2023,17000000,NA,NA,NA,NA,Mumbai,Deeptech,"Akshay Singhal, Kartik Hajela",Amara Raja Batteries,8500000,Series A+,Log9 Materials is on a mission to make global energy 100% clean.,,,,,,,,,,,,,,,
upGrad,2021,175000000,2022,125000000,2023,50000000,NA,NA,NA,NA,Bangalore,EdtTech,"Phalgun Kompalli, Ronnie Screwvala, Mayank Kumar",India Infoline Finance,25000000,,"upGrad is India?s largest online higher education company providing programs in Data Science, Technology, Management and Law, to students, working professionals and enterprises.",,,,,,,,,,,,,,,
FlashPrep,2021,3500000,2022,2500000,2023,1000000,NA,NA,NA,NA,Ahmadabad,EdtTech,"Dhiresh Nagwani, Ashwini Dhekane",Venture Highway,500000,Pre-seed,FlashPrep is the smart way to master learning.,,,,,,,,,,,,,,,
Kenko Health,2021,11900000,2022,8500000,2023,3400000,NA,NA,NA,NA,Orissia,Insurtech,"Aniruddha Sen, Dhiraj Goel","BEENEXT, Orios",1700000,Pre-series A,"A unique healthcare financing solution focusing on ROI, affordability and superior customer experience",,,,,,,,,,,,,,,
Wiz Freight,2021,24500000,2022,17500000,2023,7000000,NA,NA,NA,NA,Bangalore,Logistics & Supply Chain,"Ramkumar Govindarajan, Ramkumar Ramachandran",Axilor,3500000,Seed,"Wiz is a tech-enabled freight forwarding platform. We make global shipping efficient, hassle-free and highly visible for businesses.",,,,,,,,,,,,,,,
Credgenics,2021,175000000,2022,125000000,2023,50000000,NA,NA,NA,NA,New Delhi,Financial Services,"Rishabh Goel, Mayank Khera, Anand Agrawal","Westbridge Capital, Tanglin Venture Partners",25000000,Series A,Credgenics is India?s first of it's kind NPA resolution platform backed by credible investors including Accel Partners and Titan Capital.,,,,,,,,,,,,,,,
BlueLearn,2021,2800000,2022,2000000,2023,800000,NA,NA,NA,NA,Bangalore,EdtTech,"Harish Uthayakumar, Shreyans Sancheti","100X.VC?,? Titan Capital, Rahul Mathur, Gaurav Mandlecha",400000,Pre-seed,"Building India's largest student community. Learn, network, and grow together with 40,000+ students!",,,,,,,,,,,,,,,
Pickrr,2021,84000000,2022,60000000,2023,24000000,NA,NA,NA,NA,Mumbai,Logistics & Supply Chain,"Rhitiman Majumdar, Gaurav Mangla, Ankit Kaushik","IIFL, Amicus Capital, Ananta Capital",12000000,Series B,India's 1st Virtual Logistics solution catering to Global Brands/SMEs/Online sellers/AmazonSellers,,,,,,,,,,,,,,,
Stellaris Venture Partners,2021,1575000000,2022,1125000000,2023,450000000,NA,NA,NA,NA,Mumbai,Venture capitalist,"Ritesh Banglani, Alok Goyal, Rahul Chowdhri",,225000000,,Early-stage tech VC in India.,,,,,,,,,,,,,,,
Grip Invest,2021,21000000,2022,15000000,2023,6000000,NA,NA,NA,NA,Mumbai,Financial Services,"Nikhil Aggarwal, Vivek Gulati","Venture Highway, Endiya Partners",3000000,Series A,"Grip offers investment opportunities to invest in physical assets leased to corporates, to earn fixed monthly returns.",,,,,,,,,,,,,,,
Blue Tokai Coffee Roasters,2021,14000000,2022,10000000,2023,4000000,NA,NA,NA,NA,Jaipur,Food & Beverages,"Matt Chitharanjan, Shivam Shahi, Namrata Asthana",Anicut Angel Fund,2000000,Pre-series B,"Source, roast, and brew India's best single-origin Arabica coffee.",,,,,,,,,,,,,,,
Neeman,2021,14000000,2022,10000000,2023,4000000,NA,NA,NA,NA,Chandigarh,Consumer Goods,Taran Chhabra,Sixth Sense Ventures,2000000,Series A,India's first Startup to use the world's most revolutionary Natural & Renewable fibers in Footwear,,,,,,,,,,,,,,,
BharatPe,2021,2590000000,2022,1850000000,2023,740000000,NA,NA,NA,NA,Bangalore,Fintech,"Ashneer Grover, Shashvat Nakrani",Tiger Global,370000000,Series E,"BharatPe launched India?s first UPI interoperable QR code, first ZERO MDR payment acceptance service, and first UPI payment backed merchant cash advance service.",,,,,,,,,,,,,,,
GoSats,2021,4900000,2022,3500000,2023,1400000,NA,NA,NA,NA,Chennai,Fintech,"Mohammed Roshan, Roshni Aslam","Alphabit Fund, Fulgur Ventures, Stacks Accelerator, SBX Capital",700000,Seed,GoSats is a bitcoin stacking app that lets users earn bitcoin cashbacks when they shop with our partnered merchants.,,,,,,,,,,,,,,,
StockGro,2021,35000000,2022,25000000,2023,10000000,NA,NA,NA,NA,Mumbai,Fintech,Ajay Lakhotia,"Roots Ventures, Velo Partners",5000000,Pre-series A,Making Investment Social- India's First Social Trading Platform,,,,,,,,,,,,,,,
Onsurity,2021,112000000,2022,80000000,2023,32000000,NA,NA,NA,NA,Bangalore,Health Care,"Yogesh Agarwal, Kulin Shah",Nexus Venture Partners,16000000,Series A,"Onsurity is a HealthTech & Employee Benefits organization, disrupting the SME and startup healthcare market with technology and innovation!",,,,,,,,,,,,,,,
Khabri,2021,14000000,2022,10000000,2023,4000000,NA,NA,NA,NA,Jodhpur,Media,"Pulkit Sharma, Aankit Roy, Sandeep Singh",,2000000,Pre-series A,Khabri is India?s fastest growing vernacular audio platform targeted at next billion internet users.,,,,,,,,,,,,,,,
Celcius,2021,3500000,2022,2500000,2023,1000000,NA,NA,NA,NA,Bangalore,Logistics & Supply Chain,Swarup Bose,"Mumbai Angels Network, Huddle, Lumis Partners",500000,,Celcius is a asset light startup with a web and app based SaaS platform which brings the complete cold chain solution network ONLINE,,,,,,,,,,,,,,,
Rocket Skills,2021,1400000,2022,1000000,2023,400000,NA,NA,NA,NA,Bangalore,EdtTech,"Vibhu Bahuguna, Mohit Jain","Better Capital, First Cheque, Titan Capital",200000,Pre-seed,Rocket Skills is the #1 Platform for learning skills which will bring a high positive impact on your business and life skills.,,,,,,,,,,,,,,,
RenewBuy,2021,70000000,2022,50000000,2023,20000000,NA,NA,NA,NA,Pune,Fintech,Balachander Sekhar,Evolvence Capital,10000000,Series C,"Simplify insurance and aim to take it to the last Indian, through our digitally enabled POSP advisors.",,,,,,,,,,,,,,,
Faarms,2021,14000000,2022,10000000,2023,4000000,NA,NA,NA,NA,Bangalore,AgriTech,"Taranbir Singh, Alok Duggal",,2000000,Seed,FAARMS? is a new age digital platform which aims to offer a one-stop solution to farmers.,,,,,,,,,,,,,,,
Jupiter,2021,308000000,2022,220000000,2023,88000000,NA,NA,NA,NA,Noida,Investment Banking,Jitendra Gupta,"Nubank, Global Founders Capital, Sequoia Capital India, Matrix Partners India",44000000,Series B,"A digital banking experience that keeps pace with you, and helps master money too.",,,,,,,,,,,,,,,
Pixuate,2021,7000000,2022,5000000,2023,2000000,NA,NA,NA,NA,Pune,Deeptech,"Akshata Kari, Prathvi Palekar",SucSEED Indovation Fund,1000000,Seed,"Pixuate enables intelligent business process automation through advanced computer vision, AI and machine learning.",,,,,,,,,,,,,,,
Toothsi,2021,140000000,2022,100000000,2023,40000000,NA,NA,NA,NA,Mumbai,Health Care,"Dr Arpi Mehta, Dr Pravin Shetty, Dr Manjul Jain, Dr Anirudh Kale","Eight Roads Ventures, Think Investments, Mankekar Family Office",20000000,Series B,India?s first and largest at home smile makeover service using invisible aligners.,,,,,,,,,,,,,,,
Soothe Healthcare,2021,70000000,2022,50000000,2023,20000000,NA,NA,NA,NA,Mumbai,Consumer Goods,Sahil Dharia,A91 Partners,10000000,Series C,"Soothe is a consumer goods company engaged in manufacture, marketing & distribution of Personal Hygiene products.",,,,,,,,,,,,,,,
Goodmeetings,2021,11900000,2022,8500000,2023,3400000,NA,NA,NA,NA,Bangalore,Computer software,Srinivasan Narayan,Chiratae Ventures,1700000,Series A,AI-Based Platform Built Exclusively for Remote Selling,,,,,,,,,,,,,,,
ChefKart,2021,2100000,2022,1500000,2023,600000,NA,NA,NA,NA,Mumbai,Consumer Goods,"Vaibhav Gupta, Arpit Gupta, Aman Gupta","Lead Angels, Titan Capital, Pravega Ventures",300000,Pre-seed,"ChefKart is an end to end kitchen aide that plans, shops and cooks for you in your home kitchen.",,,,,,,,,,,,,,,
QuickShift,2021,5390000,2022,3850000,2023,1540000,NA,NA,NA,NA,New Delhi,Logistics & Supply Chain,Anshul Goenka,"Anicut Angel Fund, Axilor Ventures",770000,Seed,"Helping D2C brands scale with our AI powered Dashboard that manages Inventory, Order Processing, WMS, Shipping, Customer Support",,,,,,,,,,,,,,,
StackBOX,2021,8400000,2022,6000000,2023,2400000,NA,NA,NA,NA,Bangalore,Logistics & Supply Chain,"Shanmukha Boora, Sabyasachi Bhattacharjee","Ecosystem Ventures, CMM group",1200000,,DISTRIBUTION SIMPLIFIED,,,,,,,,,,,,,,,
infra.market,2021,875000000,2022,625000000,2023,250000000,NA,NA,NA,NA,Bangalore,Construction,"Souvik Sengupta, Aaditya Sharda",Tiger Global,125000000,Series D,Infra.Market is a Construction Solutions company that leverages technology to provide an enhanced procurement experience for all players in the construction ecosystem.,,,,,,,,,,,,,,,
CollegeDekho,2021,245000000,2022,175000000,2023,70000000,NA,NA,NA,NA,Gurugram,E-Learning,Ruchir Arora,"Disrupt ADQ, QIC",35000000,Series B,"Collegedekho.com is Student?s Partner, Friend & Confidante, To Help Him Take a Decision and Move On to His Career Goals",,,,,,,,,,,,,,,
BOX8,2021,280000000,2022,200000000,2023,80000000,NA,NA,NA,NA,Bangalore,Food & Beverages,"Anshul Gupta, Amit Raj",Tiger Global,40000000,,India's Largest Desi Meals Brand,,,,,,,,,,,,,,,
Simpl,2021,280000000,2022,200000000,2023,80000000,NA,NA,NA,NA,Bangalore,Consumer Goods,"Nitya, Chaitra Chidanand","Valar Ventures, IA Ventures",40000000,Series B,"Simpl empowers merchants to build trusted relationships with their customers one transaction at a time through one-click checkout, personalized PoS credit and intelligent loyalty rewards",,,,,,,,,,,,,,,
8i Ventures,2021,350000000,2022,250000000,2023,100000000,NA,NA,NA,NA,Mumbai,Venture capitalist,Vikram Chachra,,50000000,,8i is a Mumbai & Bangalore based early stage fund that backs founders creating fintech and consumer category leaders in India.,,,,,,,,,,,,,,,
PayGlocal,2021,34300000,2022,24500000,2023,9800000,NA,NA,NA,NA,Mumbai,Financial Services,"Prachi Dharani, Rohit Sukhija, Yogesh Lokhande",Sequoia Capital India,4900000,Series A,PayGlocal is a FinTech solving for global payments acceptance,,,,,,,,,,,,,,,
Curefit,2021,1015000000,2022,725000000,2023,290000000,NA,NA,NA,NA,Bangalore,Health Care,"Mukesh Bansal, Ankit",Zomato,145000000,,Tata Digital-backed Curefit,,,,,,,,,,,,,,,
CHARGE+ZONE,2021,70000000,2022,50000000,2023,20000000,NA,NA,NA,NA,New Delhi,Electric Vehicle,Kartikey Hariyani,Venture Catalysts,10000000,,CHARGE+ZONE is a tech-driven EV Charging infrastructure company specializing in B2B and B2C charging services on both dedicated and opportunity based charging using smart-grid network.,,,,,,,,,,,,,,,
PlanetSpark,2021,91000000,2022,65000000,2023,26000000,NA,NA,NA,NA,Pune,Education,"Maneesh Dhooper, Kunal Malik","Binny Bansal, Deep Kalra, Dr Ashish Gupta, Gokul Rajaram, Shirish Nadkarni",13000000,Series B,PlanetSpark is building the World Leader in Communication Skills for children in the age groups of 4 to 14 years,,,,,,,,,,,,,,,
LenDenClub,2021,70000000,2022,50000000,2023,20000000,NA,NA,NA,NA,Mumbai,Financial Services,"Bhavin Patel, Dipesh Karki","Tuscan Ventures, Ohm Stock Brokers, Artha Venture Fund",10000000,Series A,P2P lending platform delivering high returns of up to 12% p.a. for 5 years to investors.,,,,,,,,,,,,,,,
CometChat,2021,70000000,2022,50000000,2023,20000000,NA,NA,NA,NA,Bangalore,Computer software,"Anuj, Anant Garg",Signal Peak Ventures,10000000,Series A,"Voice, video & text chat SDKs, APIs & Plugins for Developers.",,,,,,,,,,,,,,,
AgroStar,2021,490000000,2022,350000000,2023,140000000,NA,NA,NA,NA,Mumbai,AgriTech,"Shardul, Sitanshu Sheth","Evolvence, Hero Enterprise",70000000,Series D,"AgroStar is one of India?s foremost AgTech start-ups, working on the mission of #HelpingFarmersWin.",,,,,,,,,,,,,,,
Bizongo,2021,700000000,2022,500000000,2023,200000000,NA,NA,NA,NA,New Delhi,Information Technology,"Sachin Agrawal, Aniket Deb, Ankit Tomar",Tiger Global,100000000,Series D,Bizongo is India?s largest B2B platform for made-to-order products.,,,,,,,,,,,,,,,
Probus Insurance,2021,46900000,2022,33500000,2023,13400000,NA,NA,NA,NA,Hyderabad,Insurtech,Rakesh goyal,BlueOrchard Impact Investment Managers,6700000,,Probus Insurance is a leading InsurTech platform in India.,,,,,,,,,,,,,,,
CloudSEK,2021,49000000,2022,35000000,2023,14000000,NA,NA,NA,NA,New Delhi,Computer software,Rahul Sasi,MassMutual Ventures,7000000,Series A,AI-powered Digital Risk Monitoring platform that provides real-time visibility of cyber threats and actionable Intel.,,,,,,,,,,,,,,,
Exponent Energy,2021,35000000,2022,25000000,2023,10000000,NA,NA,NA,NA,Noida,Electric Vehicle,"Arun Vinayak, Sanjay Byalal",YourNest VC,5000000,Pre-series A,Simplifying energy for EVs by building a Flexible Energy Stack.,,,,,,,,,,,,,,,
Trinkerr,2021,46200000,2022,33000000,2023,13200000,NA,NA,NA,NA,Bangalore,Venture capitalist,"Manvendra Singh, Gaurav Agarwal",Accel India,6600000,Series A,Trinkerr is India's first social trading platform.,,,,,,,,,,,,,,,
