Company/Brand,Year,HQ,Sector,Revenue,Founders,Investor,Amount($),Stage,What it does,Latitude,Longitude
PharmEasy,2021,Gurugram,Health Care,2450000000,"Dharmil Sheth, Dhaval Shah, Mikhil Innani","TPG Growth, Caisse de Depot et Placement du Quebec",350000000,Series E,"PharmEasy is a health tech startup offering services such as teleconsultation, medicine deliveries, and diagnostic test sample collection.",28.4594965,77.0266383
WESS,2021,Bangalore,Renewable Energy,14000000,Hitesh Doshi,Centrum Financial Services,2000000,Seed,Waaree is India's Largest Solar Module Manufacturer & fastest growing EPC company with Presence across 68 countries.,12.9715987,77.5945627
ShopSe,2021,Bangalore,Fintech,38500000,"Pallav Jain, Abhishek Nimonkar, Yagnesh Desai","Chiratae Ventures, BEENEXT",5500000,,Make purchases online or at neighborhood store in easy EMIs through ShopSe.,12.9715987,77.5945627
Groww,2021,Gurugram,Fintech,581000000,"Harsh Jain, Ishan Bansal, Lalit Keshre, Neeraj Singh","Tiger Global Management, Y Combinator Continuity Fund",83000000,Series D,Groww is an investment platform that offers a new way of investing money with stockbroking and direct mutual funds.,28.4594965,77.0266383
Avanti Finance,2021,Chennai,Fintech,182000000,"Ratan Tata, Nandan Nilekani",Michael & Susan Dell Foundation,26000000,Series A,Avanti Finance lends relatively large but trust-based loans without formal credit footprint.,13.0826802,80.2707184
OfBusiness,2021,Bangalore,Fintech,770000000,"Asish Mohapatra, Bhuvan Gupta, Chandranshu Sinha, Nitin Jain, Ruchi Kalra, Ruchi Kalra, Srinath Ramakkrushnan, Vasant Sridhar","Falcon Edge India, Norwest Venture Partners",110000000,,OfBusiness is a financing platform that offers smart financing to SMEs.,12.9715987,77.5945627
ShareChat,2021,Bhubaneswar,Media,3500000000,"Ankush Sachdeva, Bhanu Pratap Singh, Farid Ahsan","Twitter Ventures, Pawan Munjal",500000000,,ShareChat is a social networking and regional content platform.,20.2960587,85.8245398
Spinny,2021,Bangalore,Health Care,455000000,"Mohit Gupta, Niraj Singh, Ramanshu Mahaur","Arena Holdings, Think Investments",65000000,Series C,Spinny is a used car buying platform enabling trustworthy and hassle-free transactions.,12.9715987,77.5945627
Alteria Capital,2021,Bangalore,Fintech,1.05E+12,Vinod Murali,,1.50E+11,Debt,Alteria Capital is a Venture debt firm .,12.9715987,77.5945627
Safexpay,2021,New Delhi,Fintech,42000000,Ravi Gupta,"T Choithrams BVI, Ardor",6000000,,SafexPay is set up with the aim to build digital payments businesses and channel platforms encompassing payment gateways,28.6139391,77.2090212
PumPumPum,2021,Bangalore,Rental,4900000,"Tarun Lawadia, Sameer Kalra","Kogta Financial India Limited, ICICI Bank",700000,Pre-series A,Pumpumpum is a car rental company.,12.9715987,77.5945627
Speciale Invest,2021,Bangalore,Fintech,70000000,"Vishesh Rajaram, Arjun Rao",,10000000,,Speciale Invest is an early stage investor focusing on Tech-driven/Deep-tech ventures.,12.9715987,77.5945627
Eunimart,2021,Jaipur,E-commerce,4900000,"Saikat Roy, Shayak Mazumder","SucSEED Venture Partners, TMT Connekt",700000,Pre-series A,Eunimart is a one stop solution for merchants to create a difference by selling globally.,26.9124336,75.7872709
Meesho,2021,Kottayam,E-commerce,2100000000,"Sanjeev Barnwal, Vidit Aatrey","SAIF Partners, Venture Highway",300000000,,Meesho operates as an online reselling platform that enables anyone to start a business without investment.,9.5915668,76.5221531
CareerLabs,2021,Bangalore,EdtTech,15400000,"PN Santosh, Prasanna Alagesan, Krithika Srinivasan",Global Founders Capital,2200000,,"Aim to help students become future-ready, setting them on a path to success that suits them best.",12.9715987,77.5945627
Uable,2021,Gurugram,EdtTech,245000000,Saurabh Saxena,"JAFCO Asia, Chiratae Ventures",35000000,Pre-series A,Uable are on a bold mission to redefine the future for millions of teenagers around the world.,28.4594965,77.0266383
Zoko,2021,Bangalore,Technology,980000000,"Arjun Paul, Aromal Sivadasan",Y Combinator,140000000,Seed,"Zoko makes it easy for businesses to do Sales, Marketing & Customer Support on WhatsApp.",12.9715987,77.5945627
GetWork,2021,Bangalore,Recruitment,1400000,Rahul Veerwal,Artha Venture Fund,200000,Seed,GetWork is a campus recruiting platform to post your jobs and hire across dozens of colleges at once.,12.9715987,77.5945627
Easebuzz,2021,New Delhi,E-commerce,28000000,Rohit Prasad,"Jitendra Gupta, Amrish Rau",4000000,Series A,Easebuzz is an easy to use portal which allows you to start an online business and sell your favorite products with a free online store.,28.6139391,77.2090212
Chingari,2021,Beijing,Media,91000000,Sumit Ghosh,"FJ Labs, Brian Norgard",13000000,,Chingari operates as a short video platform.,39.904211,116.407395
DusMinute,2021,Mumbai,Health Care,7700000,Apoorva Mishra,Indian Angel Network,1100000,Pre-series A,DusMinute aims to transform how communities live by giving them access to world-class amenities at their doorstep.,19.0759837,72.8776559
Factors.AI,2021,Panaji,SaaS,14000000,"Aravind Murthy, Praveen Das, Srikrishna Swaminathan","Elevation Partners, Emergent Ventures",2000000,,"Factors.AI is a Marketing Analytics platform providing sophisticated omnichannel, every-touch attribution technology and unparalleled performance insights for Marketers",15.4909301,73.8278496
OTO Capital,2021,Mumbai,Fintech,42000000,"Harsh Saruparia, Sumit Chhazed",Matrix Partners India,6000000,,The Future Of Vehicle Ownership!,19.0759837,72.8776559
1Bridge,2021,New Delhi,Consumer Goods,17500000,"Madan Padaki, Anil Kumar, M Chakrawarty",C4D Partners,2500000,,"Village Commerce Network - Bridging Aspirations, Creating Opportunities, Bringing Prosperity & Abundance to our village",28.6139391,77.2090212
Skeps,2021,Bangalore,Fintech,66500000,"Mayank Tewari, Tushar Srivastava",Bertelsmann India,9500000,,"A blockchain products company, developing a proprietary product in the FinTech space",12.9715987,77.5945627
Curefoods,2021,Gurugram,Food & Beverages,91000000,Ankit Nagori,"Iron Pillar, Nordstar, Binny Bansal",13000000,,Healthy & nutritious foods and cold pressed juices produced in Edinburgh. Currently distributing wholesale within the Edinburgh region.,28.4594965,77.0266383
TartanSense,2021,Bangalore,Information Technology,35000000,Jaisimha Rao,"FMC, Omnivore, Blume Ventures",5000000,,TartanSense unlocks value for small farm holders by working at the intersection of robotics and AI assisted computer vision.,12.9715987,77.5945627
Kirana247,2021,Coimbatore,Logistics & Supply Chain,7000000,"Tarun Jiwarajka, Pankhuri Jiwarajka",,1000000,,An on-demand FMCG supply chain company leveraging a deep tech-enabled micro warehousing model to serve Kirana stores.,11.0168445,76.9558321
IsGoingOnline,2021,Mumbai,Health Care,1400000,Eobin Alex,"Unicorn India Ventures, SEA Fund, Devdatt Shah",200000,,Kochi-based digital catalogue and marketplace IsGoingOnline,19.0759837,72.8776559
Camp K12,2021,New Delhi,EdtTech,84000000,Anshul Bhagi,"Matrix Partners India, Elevation Capital",12000000,,"Camp K12 is a global online school for 21st century skills, teaching Coding and other STEAM subjects to kids age 6-18 via LIVE, interactive, gamified online sessions",28.6139391,77.2090212
Elda Health,2021,Mumbai,Health Care,10500000,"Swathi Kulkarni, Sindhuri Ananth, Shubham Sharma","Avaana Capital, Orios Ventures",1500000,,"Elda Health is a digital wellness platform that understands women intimately and offers a holistic wellness solution through physical, mental and social interventions.",19.0759837,72.8776559
Advantage Club,2021,Gurugram,HR tech,11900000,"Sourabh Deorah, Smiti Bhatt Deorah","Y Combinator, Broom Ventures, Kunal Shah",1700000,,"Advantage Club is India's largest employee engagement platform, Provide end to end employee benefit management with state of the art products like:",28.4594965,77.0266383
SuperGaming,2021,Mumbai,Gaming,38500000,"Roby John, Sanket Nadhani, Navneet Waraich","Skycatcher, AET Fund, BAce Capital, Dream Incubator, 1Up Ventures",5500000,,"At SuperGaming, building India's best gaming company.",19.0759837,72.8776559
Ruptok,2021,Chennai,Fintech,7000000,Ankur Gupta,Eclear Leasing,1000000,,"Ruptok fintech Pvt. Ltd. is an online gold loan service provider , with attractive interests rate .",13.0826802,80.2707184
Curefoods,2021,Bangalore,Food & Beverages,91000000,Ankit Nagori,"Iron Pillar, Nordstar, Binny Bansal",13000000,,Healthy & nutritious foods and cold pressed juices produced in Edinburgh. Currently distributing wholesale within the Edinburgh region.,12.9715987,77.5945627
TartanSense,2021,Mumbai,Information Technology,35000000,Jaisimha Rao,"FMC, Omnivore, Blume Ventures",5000000,Series A,TartanSense unlocks value for small farm holders by working at the intersection of robotics and AI assisted computer vision.,19.0759837,72.8776559
Kirana247,2021,Gurugram,Logistics & Supply Chain,7000000,"Tarun Jiwarajka, Pankhuri Jiwarajka",,1000000,Pre-series A,An on-demand FMCG supply chain company leveraging a deep tech-enabled micro warehousing model to serve Kirana stores.,28.4594965,77.0266383
IsGoingOnline,2021,New Delhi,Health Care,1400000,Eobin Alex,"Unicorn India Ventures, SEA Fund, Devdatt Shah",200000,Pre-series A,Kochi-based digital catalogue and marketplace IsGoingOnline,28.6139391,77.2090212
Camp K12,2021,Bangalore,EdtTech,84000000,Anshul Bhagi,"Matrix Partners India, Elevation Capital",12000000,Series A,"Camp K12 is a global online school for 21st century skills, teaching Coding and other STEAM subjects to kids age 6-18 via LIVE, interactive, gamified online sessions",12.9715987,77.5945627
Elda Health,2021,New Delhi,Health Care,10500000,"Swathi Kulkarni, Sindhuri Ananth, Shubham Sharma","Avaana Capital, Orios Ventures",1500000,Seed,"Elda Health is a digital wellness platform that understands women intimately and offers a holistic wellness solution through physical, mental and social interventions.",28.6139391,77.2090212
Advantage Club,2021,Gurugram,HR tech,11900000,"Sourabh Deorah, Smiti Bhatt Deorah","Y Combinator, Broom Ventures, Kunal Shah",1700000,,"Advantage Club is India's largest employee engagement platform, Provide end to end employee benefit management with state of the art products like:",28.4594965,77.0266383
SuperGaming,2021,Bangalore,Gaming,38500000,"Roby John, Sanket Nadhani, Navneet Waraich","Skycatcher, AET Fund, BAce Capital, Dream Incubator, 1Up Ventures",5500000,Series A,"At SuperGaming, building India's best gaming company.",12.9715987,77.5945627
Ruptok,2021,Bangalore,Fintech,7000000,Ankur Gupta,Eclear Leasing,1000000,,"Ruptok fintech Pvt. Ltd. is an online gold loan service provider , with attractive interests rate .",12.9715987,77.5945627
Khatabook,2021,Gurugram,Financial Services,700000000,"Ravish Naresh, Ashish Sonone","Tribe Capital, Moore Strategic Ventures (MSV)",100000000,Series C,Khatabook is the world's fastest-growing Saas company. It has become India's leading business management app for MSMEs with 50M+ downloads in a remarkably short period of time.,28.4594965,77.0266383
Smytten,2021,Bangalore,Consumer Goods,42000000,"Swagat Sarangi, Siddhartha Nangia.",Fireside Ventures,6000000,Series A,India's largest premium discovery and trial platform!,12.9715987,77.5945627
Syook,2021,New Delhi,Electric Vehicle,7000000,"Saurabh Sharma, Aman Agarwal, Arjun Nagarajan","Inflection Point Ventures, ONGC",1000000,Series A,Syook is building the next generation enterprise IOT platform.,28.6139391,77.2090212
NOTO,2021,Mumbai,Consumer Goods,3500000,"Varun Sheth, Ashni Sheth","Titan Capital, Rockstud Capital,  John Abraham, WEH Ventures",500000,Pre-series A,"A healthy, low-calorie ice cream for the millennial Indian with an incurable sweet tooth.",19.0759837,72.8776559
Lumiq,2021,Bangalore,Information Technology,14000000,Shoaib Mohammad,Info Edge Ventures,2000000,Seed,Help enterprises monetize their data and reinvent the digital transformation journey.,12.9715987,77.5945627
Breathe Well-being,2021,Chennai,Health Care,38500000,"Rohan Verma, Aditya Kaicker",Accel,5500000,Series A,"Help people to prevent, manage or reverse Type 2 Diabetes through our clinically proven digital program.",13.0826802,80.2707184
goEgoNetwork,2021,Mumbai,Electric Vehicle,14000000,"Dheeman Kadam, Sayantan Chakraborti",,2000000,,"goEgo is a complete E Mobility charging solution, that combines engagement, rewards & adoption through a mix of online and offline channels.",19.0759837,72.8776559
Probus,2021,Gurugram,Information Technology,3500000,"Anand Singh, Ankit Vaish, Sunny Kumar Jadoon",Unicorn India Ventures,500000,Bridge,"A mission to increase the per capita consumption of electricity in India by 10X, which is presently 1/3 of global average- by reducing the distribution losses in Indian electricity distribution grid.",28.4594965,77.0266383
DrinkPrime,2021,Gurugram,Consumer Goods,7000000,Anil Kejriwal,"UC Inclusive Credit, Western Capital",1000000,,India's Smartest Water Purifiers and are redefining water purifier ownership.,28.4594965,77.0266383
Smart Express,2021,Gurugram,Logistics & Supply Chain,70000000,Yogesh Dhingra,"IIFL India Private Equity Fund, Smiti Holding & Trading Company",10000000,Seed,India?s Most Innovative and Awarded Express Logistics Company.,28.4594965,77.0266383
Smallcase,2021,Jaipur,Fintech,280000000,"Anugrah Shrivastava, Vasanth Kamath, Rohan Gupta",Faering Capital,40000000,Series C,Smallcase is a new way to invest in the stock markets.,26.9124336,75.7872709
SATYA MicroCapital,2021,New Delhi,Investment Banking,70000000,Vivek Tiwari,"responsAbility Investments, Blue Orchard",10000000,,Satya MicroCapital Limited is a Delhi based NBFC serving low income entrepreneurs in rural and urban areas.,28.6139391,77.2090212
Postman,2021,Mumbai,Computer software,1575000000,"Abhinav Asthana, Abhijit Kane, Ankit Sobti","CRV, Nexus Venture Partners",225000000,Series D,Postman is the collaboration platform for API development.,19.0759837,72.8776559
Hashnode,2021,Bangalore,Computer software,46900000,"Syed Fazle Rahman, Sandeep Panda","Salesforce Ventures, Sierra Ventures, Sequoia Capital India?s Surge",6700000,Series A,The easiest way to start a blog on personal domain for free & connect with the readers through our dev community,12.9715987,77.5945627
RACEnergy,2021,Pune,Electric Vehicle,9100000,Arun Sreyas Reddy,"Micelio Fund, growX ventures",1300000,Seed+,RACEnergy is working to power the future of mobility through clean and efficient technologies.,18.5204303,73.8567437
BharatPe,2021,Bangalore,Fintech,140000000,"Ashneer Grover, Shashvat Nakrani","IIFL Wealth, Asset Management, Northern Arc Capital",20000000,Debt,The vision to make financial inclusion a reality for Indian merchants.,12.9715987,77.5945627
Gyde,2021,Bangalore,Computer software,1750000,"Prasanna Vaidya, Shubham Deshmukh","Better Capital, Ashish Achrekar",250000,Seed,"Gyde is a SAAS product that enables enterprises & SAAS companies to guide their application (web & mobile) users with step-by-step voice assistance, byte-sized training videos & rich help articles.",12.9715987,77.5945627
AgNext,2021,Chennai,AgriTech,147000000,Taranjeet Singh Bhamra,Alpha Wave Incubation,21000000,Series A,"AgNext is a fast-growing AgTech company that aims to solve quality and trust in food value chains by making them safer, transparent and fairer.",13.0826802,80.2707184
Xpresslane,2021,Gurugram,Technology,2800000,Ashwin Koorakula,"Point One Capital, Yatra Angel Network (YAN), Opus Consulting, Manipal Technologies.",400000,Pre-seed,"Xpresslane makes checkout fast and easy. With a unified identity across all e-commerce merchants, it brings efficiency and perfection in the overall checkout experience of the user.",28.4594965,77.0266383
LoanKuber,2021,New Delhi,Digital platform,8400000,Saurabh Nagpal,,1200000,Pre-series A,LoanKuber is the lowest cost lender to Yest-to be Bankable - enabling borrowing with trust and confidence.,28.6139391,77.2090212
OYO,2021,Bangalore,Hospitality,35000000,Ritesh Agarwal,Microsoft,5000000,Series F2,OYO is a global travel tech company that connects its patrons and guests.,12.9715987,77.5945627
Rapido,2021,Bangalore,Information Technology,364000000,"Aravind Sanka, Pavan Guntupalli, SR Rishikesh","Shell Ventures, Yamaha, Kunal Shah",52000000,,Rapido is a bike taxi service spread widely across all of India from Tier 1 to Tier 3 cities.,12.9715987,77.5945627
